review_observation_id,source_event_cluster_id,period_end,report_period_label,normalized_borrower,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,source_current_raw_identifier,source_current_facility_type,source_current_lien,source_current_currency,source_current_reference_rate,source_current_spread,source_current_maturity,source_current_funded_status,source_current_acquisition_date,source_current_constituent_raw_identifiers_json,source_current_aggregation_lot_count,source_current_accepted_timestamp_utc,source_prior_raw_identifier,source_prior_facility_type,source_prior_lien,source_prior_currency,source_prior_reference_rate,source_prior_spread,source_prior_maturity,source_prior_funded_status,source_prior_acquisition_date,source_prior_constituent_raw_identifiers_json,source_prior_aggregation_lot_count,source_prior_accepted_timestamp_utc,target_prior_raw_identifier,target_prior_facility_type,target_prior_lien,target_prior_currency,target_prior_reference_rate,target_prior_spread,target_prior_maturity,target_prior_funded_status,target_prior_acquisition_date,target_prior_constituent_raw_identifiers_json,target_prior_aggregation_lot_count,target_prior_accepted_timestamp_utc,source_current_evidence_id,source_prior_evidence_id,target_prior_evidence_id,source_results_public_timestamp_utc,source_mark_public_timestamp_utc,source_information_timestamp_utc,source_prior_public_timestamp_utc,target_prior_public_timestamp_utc,target_cutoff_timestamp_utc,source_mark_public_evidence,source_timing_evidence_id,source_timing_evidence_statement,target_cutoff_evidence_id,target_cutoff_evidence_statement,source_temporal_same_facility,source_to_target_prior_same_facility,source_aggregation_valid,target_prior_aggregation_valid,include_for_confirmatory_test,review_notes
D4R_b3b49c043061744f181cd79b,D4C_64f123b672360c7612788afa,2024-06-30,2024Q2,physician partners,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-07-31T17:12:00Z,"Physician Partners, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,"Physician Partners, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,"[""Physician Partners, LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,EVID_925f25a2659db4c758cd1536e6a8,EVID_30bd0e5e2e65307198b3b326a933,EVID_ad79b10190f1340b9a89bb136692,2024-07-31T21:02:57Z,2024-07-31T17:12:00Z,2024-07-31T21:02:57Z,2024-05-01T21:02:05Z,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_6971524935f6fda37740b5845c00,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_fe2c2091eb45d44c8e13f1e154bd,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_bcd7e11422b37f9973fb78ad,D4C_c5a67382e14f05e5e4985e28,2024-06-30,2024Q2,bamboo us bidco,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-07-29T21:10:00Z,"Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-04-30T21:41:00Z,"Bamboo US BidCo LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0675,,funded,,"[""Bamboo US BidCo LLC, First lien senior secured loan""]",1,2024-05-08T16:11:00Z,EVID_5493cb6c135bd0e8b175051cc604,EVID_ccdac763c8fb61aaeb86ff90ff2a,EVID_61b66e246fb9017237342dfafa08,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,2024-04-30T21:41:00Z,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_ae291016fcb2ab27587998262641,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_fe2c2091eb45d44c8e13f1e154bd,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_c555b82e85acc84fe8831cda,D4C_c0f70d021fecb6ca1d12e263,2024-09-30,2024Q3,realpage,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien senior secured loan""]",1,2024-10-29T20:56:00Z,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien senior secured loan""]",1,2024-07-29T21:10:00Z,"RealPage, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,,"[""RealPage, Inc., Second lien""]",1,2024-07-31T17:12:00Z,EVID_c471c1b7f91cafbc21100b214643,EVID_ea761b48b2c1860551950a95a061,EVID_bc909802dee886fd581f008c847d,2024-10-29T20:49:55Z,2024-10-29T20:56:00Z,2024-10-29T20:56:00Z,2024-07-29T21:10:00Z,2024-07-31T21:02:57Z,2024-10-30T20:14:36Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_092c798862a2d1a01a62bcb9c348,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_7dd3809ed807eed4170afe9ac05e,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_c59e2fbd47dd9290110be570,D4C_4f57e27d18e7bde197fcd808,2024-03-31,2024Q1,valcour packaging,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Valcour Packaging, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien - Funded""]",1,2024-05-01T17:09:00Z,"Valcour Packaging, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien - Funded""]",1,2024-02-26T16:48:00Z,"Valcour Packaging, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0375,,funded,,"[""Valcour Packaging, LLC, First lien senior secured loan""]",1,2024-02-21T16:56:00Z,EVID_c3de7adcd7b95b3b6420c13ddf3f,EVID_1d749cacf4b0e8eaff829fff151c,EVID_22007383049a9cfb6819656ddbb4,2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,2024-02-26T16:48:00Z,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_f4da9a1599beb7dd1100bb660667,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_b6f275ab759090fa67dbdd7db098,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_c5db0844b0670f466f90470e,D4C_1f87b99a69fce8374e786473,2024-09-30,2024Q3,xplor t1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Xplor T1, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""Xplor T1, LLC, First lien - Funded""]",1,2024-10-30T16:35:00Z,"Xplor T1, LLC, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""Xplor T1, LLC, First lien - Funded""]",1,2024-07-31T17:12:00Z,"XPLOR T1, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,"[""XPLOR T1, LLC, First lien senior secured loan""]",1,2024-08-07T16:28:00Z,EVID_3687ce683506f65083dd9a9ff2a6,EVID_c9571469002567f1bb8b3883a581,EVID_a3e85537b2db2d3f0ccebc093fda,2024-10-30T20:14:36Z,2024-10-30T16:35:00Z,2024-10-30T20:14:36Z,2024-07-31T21:02:57Z,2024-08-07T20:16:31Z,2024-11-06T21:06:55Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_aedbd98efd6d437be88c6365e02e,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_4f6588b28ad1a307964798f7ee7e,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_c7a35a9d412cb38465fea24f,D4C_510f33a4eae2b40af398912b,2024-06-30,2024Q2,pluralsight,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,"Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-07-29T21:10:00Z,"Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-04-30T21:41:00Z,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,EVID_9995b489ba3a60b0fe7d89492fcd,EVID_8e3cb11c383edc3413aeca543c69,EVID_967127e21099a742474cd0ef1295,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,2024-04-30T21:41:00Z,2024-04-29T22:41:19Z,2024-08-01T00:22:39Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_ae291016fcb2ab27587998262641,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_622a28712f490d06b44419eaf4f8,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_d23ddea383be2a00ce5ace83,D4C_fd2626873ba1814fc4688875,2024-03-31,2024Q1,pluralsight,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-01-31T17:58:00Z,"Pluralsight, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured revolving loan""]",1,2024-02-07T06:13:00Z,EVID_556bbc691b3cc645a10cc3fc1302,EVID_3a9d9eacf66b5a6b03b6a3ea7aaf,EVID_189f34b6ccc8596e0db78624919d,2024-04-29T22:41:19Z,2024-04-29T18:41:00Z,2024-04-29T22:41:19Z,2024-01-31T22:57:51Z,2024-02-07T06:13:00Z,2024-04-30T21:30:34Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_374947374c608a81941afbdc5439,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_3ccba0abc72b1091f23c72a86618,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_e38b31b606d83404d95f1d81,D4C_b87134d35399076a925362c5,2024-03-31,2024Q1,athenahealth,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-05-01T17:09:00Z,"athenahealth Group Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""athenahealth Group Inc., First lien - Funded""]",1,2024-02-26T16:48:00Z,"Athenahealth Group Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,,"[""Athenahealth Group Inc., First lien senior secured loan""]",1,2024-02-21T16:56:00Z,EVID_bd2b53f31d099bfe9e31cbf9fb95,EVID_83f46b37aa61b5ceada01427e502,EVID_3d560171fe57367e599a47deeaaa,2024-05-01T21:02:05Z,2024-05-01T17:09:00Z,2024-05-01T21:02:05Z,2024-02-26T16:48:00Z,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_f4da9a1599beb7dd1100bb660667,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_b6f275ab759090fa67dbdd7db098,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_ed23c600624f149c46a880f7,D4C_55dfd2019040460395679faa,2024-06-30,2024Q2,broadcast music,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-07-29T21:10:00Z,"Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-04-30T21:41:00Z,"Broadcast Music, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,,"[""Broadcast Music, Inc., First lien senior secured loan""]",1,2024-05-08T16:11:00Z,EVID_4ad1300115dd7522a1e953067412,EVID_e79962e9cc2e22438fd3ab259c3a,EVID_e01261d35f81b01aa344eea13be2,2024-07-29T20:56:19Z,2024-07-29T21:10:00Z,2024-07-29T21:10:00Z,2024-04-30T21:41:00Z,2024-05-08T20:11:16Z,2024-08-07T20:16:31Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_ae291016fcb2ab27587998262641,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_fe2c2091eb45d44c8e13f1e154bd,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_f9ee8a08a03864c69a263b5c,D4C_fd2626873ba1814fc4688875,2024-03-31,2024Q1,pluralsight,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-04-29T18:41:00Z,"Pluralsight, LLC, First Lien Revolver",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First Lien Revolver""]",1,2024-01-31T17:58:00Z,"Pluralsight, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First lien senior secured revolving loan""]",1,2024-02-21T16:56:00Z,EVID_556bbc691b3cc645a10cc3fc1302,EVID_3a9d9eacf66b5a6b03b6a3ea7aaf,EVID_36e704ed10ce2dd61fc441c5a68b,2024-04-29T22:41:19Z,2024-04-29T18:41:00Z,2024-04-29T22:41:19Z,2024-01-31T22:57:51Z,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_374947374c608a81941afbdc5439,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_b6f275ab759090fa67dbdd7db098,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_fc57517b64adfa4c18b260dd,D4C_94269c6f296bd2c364595c64,2025-06-30,2025Q2,baker tilly advisory,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,"Baker Tilly Advisory Group, LP, First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,"[""Baker Tilly Advisory Group, LP, First lien 1""]",1,2025-08-04T16:49:00Z,"Baker Tilly Advisory Group, LP, First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,"[""Baker Tilly Advisory Group, LP, First lien""]",1,2025-05-05T16:21:00Z,"Baker Tilly Advisory Group, LP, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,"[""Baker Tilly Advisory Group, LP, First lien senior secured loan""]",1,2025-05-07T16:16:00Z,EVID_676a67d2b04bc761d2a27bb9e0d8,EVID_fc2b17f8b737ff68b7f0a3e43ada,EVID_09ce44340769a2625bac6a5b2dc5,2025-08-04T20:39:28Z,2025-08-04T16:49:00Z,2025-08-04T20:39:28Z,2025-05-05T20:16:38Z,2025-05-07T20:15:44Z,2025-08-06T20:05:51Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_dcdad3aadf64676cc4cb88bf96a3,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_cfdc90da8292b0faedca36a026bd,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
D4R_fc6618fb908c370b856b077e,D4C_71631df32270cbca236ef53d,2024-03-31,2024Q1,pluralsight,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,"Pluralsight, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured loan""]",1,2024-04-30T21:41:00Z,"Pluralsight, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, Inc., First lien senior secured loan""]",1,2024-02-07T06:13:00Z,"Pluralsight, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.08,,funded,,"[""Pluralsight, LLC, First lien senior secured loan""]",1,2024-02-21T16:56:00Z,EVID_204996bb72b82854c702ec948884,EVID_2764dac8304f9e2d1814c896e1df,EVID_8e49519d8a6b5a08236c8f45f34e,2024-04-30T21:30:34Z,2024-04-30T21:41:00Z,2024-04-30T21:41:00Z,2024-02-07T06:13:00Z,2024-02-21T21:56:10Z,2024-05-08T20:11:16Z,SOI acceptance; no earlier exact facility mark verified in EX-99,EVID_7635d0a72d586c1d6c81d025c28b,Timing verified against locked source reporting and facility-publication records; navigable evidence withheld from clean reviewers.,EVID_b6f275ab759090fa67dbdd7db098,Cutoff verified against the locked target reporting-order record; navigable evidence withheld from clean reviewers.,,,,,,
